CVE ID,First Seen,Days in Limbo,Registry Status,Source Count,Primary Source,Evidence URL
CVE-2026-3872,2026-01-13,0,NOT_FOUND,1,GitHub Code: mullvad/coding-guidelines,https://github.com/mullvad/coding-guidelines/blob/bed5e118ae18f5c409527ccb0316d8f9e794b1f6/README.md
CVE-2025-69199,2026-01-13,0,NOT_FOUND,1,GitHub Code: pterodactyl/wings,https://github.com/pterodactyl/wings/blob/00605c9dfb015d703ac779b2b9978a4e90023626/CHANGELOG.md
CVE-2025-26792,2026-01-13,0,NOT_FOUND,1,GitHub Code: ironmansoftware/universal-docs,https://github.com/ironmansoftware/universal-docs/blob/c32537f083d2d24335901f16f18cbe864438196b/changelog.md
CVE-2025-54552,2026-01-13,0,NOT_FOUND,1,GitHub Code: ironmansoftware/universal-docs,https://github.com/ironmansoftware/universal-docs/blob/c32537f083d2d24335901f16f18cbe864438196b/changelog.md
CVE-2026-00001,2026-01-13,0,NOT_FOUND,1,GitHub Code: GhostTroops/TOP,https://github.com/GhostTroops/TOP/blob/67fcf9c07b479913695dfe407a9f9c6e66ae833d/README.md
CVE-2026-5000,2026-01-13,0,NOT_FOUND,1,GitHub Code: GhostTroops/TOP,https://github.com/GhostTroops/TOP/blob/67fcf9c07b479913695dfe407a9f9c6e66ae833d/README.md
CVE-2025-66683,2026-01-13,0,NOT_FOUND,1,GitHub Code: ycdxsb/PocOrExp_in_Github,https://github.com/ycdxsb/PocOrExp_in_Github/blob/32ce9558eb027b3c3b445f3eba8e1b3a658bf63f/Today.md
CVE-2026-48073,2026-01-12,0,NOT_FOUND,1,GitHub Code: ShielderSec/poc,https://github.com/ShielderSec/poc/blob/1404ee53bf83f4a01b70ba4396a8a23c9c84554d/README.md
CVE-2026-48074,2026-01-12,0,NOT_FOUND,1,GitHub Code: ShielderSec/poc,https://github.com/ShielderSec/poc/blob/1404ee53bf83f4a01b70ba4396a8a23c9c84554d/README.md
CVE-2025-65606,2026-01-12,0,NOT_FOUND,1,GitHub Code: gcp-lopo/hacker-news-ai-pages,https://github.com/gcp-lopo/hacker-news-ai-pages/blob/a566289b10accec58ae87a19d24f69db540892ee/archives/2026-01-07/index.html
